order_id,product_id,quantity,price_per_unit,item_total
1B5E4001,P644,3,81.82,245.45999999999998
28120E77,P631,2,61.79,123.58
28120E77,P542,2,51.63,103.26
77D6F845,P801,2,84.22,168.44
77D6F845,P707,1,46.51,46.51
0D47C51B,P596,2,64.1,128.2
6E2C2A03,P720,1,79.36,79.36
6A646430,P804,1,32.67,32.67
6A646430,P451,1,50.67,50.67
6A646430,P439,1,15.45,15.45
6ADA77AA,P641,1,71.45,71.45
6ADA77AA,P462,2,48.42,96.84
6ADA77AA,P200,1,85.36,85.36
6ADA77AA,P745,1,24.76,24.76
86BB7B35,P629,1,63.06,63.06
86BB7B35,P200,1,85.36,85.36
86BB7B35,P679,2,14.99,29.98
86BB7B35,P801,1,84.22,84.22
86BB7B35,P707,1,46.51,46.51
6ECDF5A8,P707,2,46.51,93.02
2128AF7D,P863,1,74.75,74.75
BE9771E4,P720,1,79.36,79.36
1A6EFE4C,P596,1,64.1,64.1
1A6EFE4C,P200,3,85.36,256.08
1A6EFE4C,P666,1,23.54,23.54
1A6EFE4C,P118,3,45.51,136.53
C2A84B29,P720,2,79.36,158.72
989796A5,P596,1,64.1,64.1
30140121,P863,3,74.75,224.25
30140121,P641,1,71.45,71.45
30140121,P735,2,74.18,148.36
30140121,P895,1,25.56,25.56
30140121,P155,2,43.27,86.54
65CF7BEB,P451,2,50.67,101.34
65CF7BEB,P362,1,18.08,18.08
65CF7BEB,P646,2,29.88,59.76
65CF7BEB,P380,2,4.31,8.62
BBB061A9,P804,1,32.67,32.67
BBB061A9,P816,1,60.63,60.63
BBB061A9,P712,1,68.0,68.0
BBB061A9,P891,1,73.07,73.07
BBB061A9,P348,3,20.09,60.269999999999996
CCF342C7,P646,3,29.88,89.64
D9E5C031,P646,3,29.88,89.64
D9E5C031,P606,1,13.36,13.36
D9E5C031,P863,1,74.75,74.75
C8716D11,P644,1,81.82,81.82
127131DB,P656,1,75.85,75.85
127131DB,P631,3,61.79,185.37
DF1F1BF4,P890,1,23.71,23.71
DF1F1BF4,P362,1,18.08,18.08
52AE1902,P816,2,60.63,121.26
52AE1902,P522,3,77.75,233.25
52AE1902,P200,3,85.36,256.08
52AE1902,P451,1,50.67,50.67
D1109F26,P801,1,84.22,84.22
D1109F26,P707,1,46.51,46.51
0E0B60AE,P118,2,45.51,91.02
0E0B60AE,P362,3,18.08,54.239999999999995
0E0B60AE,P816,1,60.63,60.63
8650B9CD,P801,2,84.22,168.44
8650B9CD,P644,2,81.82,163.64
8650B9CD,P462,2,48.42,96.84
8650B9CD,P369,3,15.35,46.05
8650B9CD,P376,2,45.06,90.12
0EDEDFA1,P489,3,95.66,286.98
0EDEDFA1,P250,2,48.1,96.2
0EDEDFA1,P644,2,81.82,163.64
C7E4ABF2,P895,3,25.56,76.67999999999999
C7E4ABF2,P118,1,45.51,45.51
C7E4ABF2,P641,1,71.45,71.45
C7E4ABF2,P302,1,96.08,96.08
8AAC7270,P891,1,73.07,73.07
8AAC7270,P783,1,88.71,88.71
8AAC7270,P462,2,48.42,96.84
8AAC7270,P971,3,1.79,5.37
CB2ECB4D,P646,3,29.88,89.64
CB2ECB4D,P996,3,48.1,144.3
CB2ECB4D,P369,3,15.35,46.05
A4A3892E,P971,3,1.79,5.37
C7D6E39F,P302,2,96.08,192.16
C7D6E39F,P155,1,43.27,43.27
C7D6E39F,P369,3,15.35,46.05
C7D6E39F,P606,3,13.36,40.08
41267E31,P206,2,44.01,88.02
41267E31,P452,1,68.63,68.63
41267E31,P369,2,15.35,30.7
41267E31,P604,1,54.38,54.38
C04A1E8E,P774,2,81.02,162.04
C04A1E8E,P890,3,23.71,71.13
5EAE426B,P250,3,48.1,144.3
E6ACB9FF,P807,1,87.2,87.2
E6ACB9FF,P996,3,48.1,144.3
E6ACB9FF,P707,1,46.51,46.51
E3E33FFC,P756,3,33.56,100.68
E3E33FFC,P376,1,45.06,45.06
E3E33FFC,P774,1,81.02,81.02
E7F332A0,P376,1,45.06,45.06
E7F332A0,P720,3,79.36,238.07999999999998
E7F332A0,P863,3,74.75,224.25
E7F332A0,P745,3,24.76,74.28
E7F332A0,P891,1,73.07,73.07
AFED2CEA,P735,1,74.18,74.18
E947D024,P807,3,87.2,261.6
E947D024,P606,2,13.36,26.72
A84CCCE2,P891,3,73.07,219.20999999999998
A84CCCE2,P666,3,23.54,70.62
A84CCCE2,P250,1,48.1,48.1
A84CCCE2,P816,1,60.63,60.63
3B00F700,P816,2,60.63,121.26
1BB12D24,P891,3,73.07,219.20999999999998
1BB12D24,P895,2,25.56,51.12
1BB12D24,P656,1,75.85,75.85
9ED81F3B,P656,2,75.85,151.7
66527064,P439,3,15.45,46.349999999999994
66527064,P891,1,73.07,73.07
66527064,P400,2,92.91,185.82
66527064,P369,1,15.35,15.35
535503A9,P644,1,81.82,81.82
535503A9,P348,3,20.09,60.269999999999996
0090888F,P875,3,69.62,208.86
0090888F,P720,3,79.36,238.07999999999998
0090888F,P348,2,20.09,40.18
87EF4CFC,P489,1,95.66,95.66
87EF4CFC,P863,3,74.75,224.25
59E6462E,P745,3,24.76,74.28
59E6462E,P641,2,71.45,142.9
59E6462E,P977,2,61.63,123.26
59E6462E,P891,2,73.07,146.14
B1F94F67,P462,1,48.42,48.42
B1F94F67,P631,3,61.79,185.37
216957E2,P679,3,14.99,44.97
6E53E735,P604,1,54.38,54.38
6E53E735,P439,2,15.45,30.9
6E53E735,P707,3,46.51,139.53
6E53E735,P745,1,24.76,24.76
D939D323,P362,2,18.08,36.16
D939D323,P522,1,77.75,77.75
D939D323,P451,2,50.67,101.34
D939D323,P489,2,95.66,191.32
097C1A55,P462,3,48.42,145.26
097C1A55,P362,2,18.08,36.16
097C1A55,P452,3,68.63,205.89
097C1A55,P646,3,29.88,89.64
097C1A55,P606,1,13.36,13.36
658DF7C9,P641,3,71.45,214.35000000000002
658DF7C9,P462,2,48.42,96.84
658DF7C9,P631,3,61.79,185.37
D3E54CD0,P783,1,88.71,88.71
D3E54CD0,P604,1,54.38,54.38
D3E54CD0,P641,1,71.45,71.45
CB5318C4,P816,1,60.63,60.63
AC79B417,P439,3,15.45,46.349999999999994
1599B5F7,P206,2,44.01,88.02
1599B5F7,P155,1,43.27,43.27
1599B5F7,P774,2,81.02,162.04
1599B5F7,P807,2,87.2,174.4
1599B5F7,P707,2,46.51,93.02
0E3064EE,P604,3,54.38,163.14000000000001
0E3064EE,P977,3,61.63,184.89000000000001
F3887F38,P348,3,20.09,60.269999999999996
F3887F38,P891,2,73.07,146.14
F3887F38,P895,2,25.56,51.12
8AC5EE78,P200,3,85.36,256.08
8AC5EE78,P641,2,71.45,142.9
8AC5EE78,P804,3,32.67,98.01
8AC5EE78,P756,3,33.56,100.68
3CEC2396,P890,3,23.71,71.13
C125EAC2,P522,1,77.75,77.75
4DC96A60,P452,1,68.63,68.63
4DC96A60,P646,3,29.88,89.64
FC793B78,P735,1,74.18,74.18
FC793B78,P863,3,74.75,224.25
FC793B78,P641,2,71.45,142.9
FC793B78,P712,3,68.0,204.0
FC793B78,P542,2,51.63,103.26
29DAC510,P656,3,75.85,227.54999999999998
29DAC510,P720,1,79.36,79.36
29DAC510,P629,2,63.06,126.12
29DAC510,P400,2,92.91,185.82
29DAC510,P376,2,45.06,90.12
1D1CCB09,P977,1,61.63,61.63
1D1CCB09,P745,3,24.76,74.28
1D1CCB09,P369,2,15.35,30.7
1D1CCB09,P807,2,87.2,174.4
F79A3F21,P206,2,44.01,88.02
F79A3F21,P641,3,71.45,214.35000000000002
F79A3F21,P666,2,23.54,47.08
0D791B80,P971,3,1.79,5.37
0D791B80,P977,3,61.63,184.89000000000001
0D791B80,P439,2,15.45,30.9
0D791B80,P804,1,32.67,32.67
40B54ED7,P996,2,48.1,96.2
3694D319,P679,3,14.99,44.97
0453C979,P656,1,75.85,75.85
0453C979,P996,1,48.1,48.1
1D41EC92,P644,3,81.82,245.45999999999998
A902A296,P646,1,29.88,29.88
A902A296,P400,3,92.91,278.73
A902A296,P206,1,44.01,44.01
7289FFB7,P816,1,60.63,60.63
7289FFB7,P890,1,23.71,23.71
154F8A26,P679,3,14.99,44.97
154F8A26,P977,3,61.63,184.89000000000001
154F8A26,P804,3,32.67,98.01
154F8A26,P656,1,75.85,75.85
AD5D4557,P596,2,64.1,128.2
9EC6078A,P707,3,46.51,139.53
9EC6078A,P451,3,50.67,152.01
9EC6078A,P362,1,18.08,18.08
9EC6078A,P804,3,32.67,98.01
9EC6078A,P977,1,61.63,61.63
60E7E24D,P155,3,43.27,129.81
60E7E24D,P604,2,54.38,108.76
60E7E24D,P863,2,74.75,149.5
60E7E24D,P807,2,87.2,174.4
60E7E24D,P804,2,32.67,65.34
A0E2EFA4,P451,2,50.67,101.34
A0E2EFA4,P596,3,64.1,192.29999999999998
A0E2EFA4,P707,3,46.51,139.53
D22DC66C,P206,1,44.01,44.01
D22DC66C,P890,1,23.71,23.71
D22DC66C,P452,3,68.63,205.89
D22DC66C,P629,2,63.06,126.12
5579DC89,P895,1,25.56,25.56
5579DC89,P890,2,23.71,47.42
5579DC89,P807,2,87.2,174.4
5579DC89,P376,2,45.06,90.12
5579DC89,P206,1,44.01,44.01
AC0367FC,P462,3,48.42,145.26
AC0367FC,P712,1,68.0,68.0
AC0367FC,P348,1,20.09,20.09
AC0367FC,P804,1,32.67,32.67
AC0367FC,P783,3,88.71,266.13
F9632342,P118,3,45.51,136.53
F9632342,P522,1,77.75,77.75
F9632342,P400,1,92.91,92.91
F9632342,P895,3,25.56,76.67999999999999
F9632342,P816,1,60.63,60.63
7C1EB08C,P400,2,92.91,185.82
77E6558D,P452,3,68.63,205.89
77E6558D,P707,1,46.51,46.51
77E6558D,P118,1,45.51,45.51
77E6558D,P745,1,24.76,24.76
ECCD3B62,P783,2,88.71,177.42
ECCD3B62,P735,2,74.18,148.36
FB04F6F9,P712,1,68.0,68.0
FB04F6F9,P756,1,33.56,33.56
FB04F6F9,P863,1,74.75,74.75
FB04F6F9,P890,3,23.71,71.13
16593AA2,P804,2,32.67,65.34
16593AA2,P666,1,23.54,23.54
16593AA2,P369,2,15.35,30.7
16593AA2,P656,3,75.85,227.54999999999998
16593AA2,P400,3,92.91,278.73
20ABD97A,P891,1,73.07,73.07
20ABD97A,P646,2,29.88,59.76
20ABD97A,P522,2,77.75,155.5
FA28C435,P604,2,54.38,108.76
43C24501,P863,3,74.75,224.25
43C24501,P380,2,4.31,8.62
43C24501,P604,3,54.38,163.14000000000001
6E35A7A2,P348,2,20.09,40.18
6E35A7A2,P369,3,15.35,46.05
6E35A7A2,P522,3,77.75,233.25
6E35A7A2,P452,3,68.63,205.89
7909021B,P707,2,46.51,93.02
7909021B,P666,3,23.54,70.62
7909021B,P863,3,74.75,224.25
7909021B,P644,2,81.82,163.64
7909021B,P895,1,25.56,25.56
D55A042D,P644,3,81.82,245.45999999999998
D55A042D,P816,3,60.63,181.89000000000001
D55A042D,P679,1,14.99,14.99
D55A042D,P891,3,73.07,219.20999999999998
D55A042D,P804,1,32.67,32.67
1043032C,P542,3,51.63,154.89000000000001
1043032C,P666,3,23.54,70.62
1043032C,P452,3,68.63,205.89
1043032C,P155,1,43.27,43.27
1043032C,P250,2,48.1,96.2
8E28FD75,P522,3,77.75,233.25
8E28FD75,P369,1,15.35,15.35
8E28FD75,P542,2,51.63,103.26
8E28FD75,P712,3,68.0,204.0
8E28FD75,P720,3,79.36,238.07999999999998
6086193A,P489,2,95.66,191.32
7BA18797,P774,3,81.02,243.06
7BA18797,P891,1,73.07,73.07
7BA18797,P804,2,32.67,65.34
556839F2,P804,2,32.67,65.34
556839F2,P707,2,46.51,93.02
C7EFD435,P362,3,18.08,54.239999999999995
C7EFD435,P380,2,4.31,8.62
C7EFD435,P646,2,29.88,59.76
C7EFD435,P807,1,87.2,87.2
C7EFD435,P720,2,79.36,158.72
5DA8D4DE,P380,3,4.31,12.93
5DA8D4DE,P745,3,24.76,74.28
5DA8D4DE,P666,1,23.54,23.54
70FE81B2,P644,2,81.82,163.64
70FE81B2,P462,1,48.42,48.42
70FE81B2,P735,3,74.18,222.54000000000002
70FE81B2,P679,1,14.99,14.99
70FE81B2,P707,2,46.51,93.02
0D468739,P606,1,13.36,13.36
0D468739,P707,1,46.51,46.51
0D468739,P462,2,48.42,96.84
0D468739,P369,1,15.35,15.35
0D468739,P783,2,88.71,177.42
96EF18EB,P522,2,77.75,155.5
96EF18EB,P971,2,1.79,3.58
2FECA402,P890,1,23.71,23.71
2FECA402,P118,2,45.51,91.02
2FECA402,P977,2,61.63,123.26
2FECA402,P631,1,61.79,61.79
2FECA402,P629,1,63.06,63.06
4A302D22,P596,3,64.1,192.29999999999998
4A302D22,P756,2,33.56,67.12
4A302D22,P522,1,77.75,77.75
A3F76804,P807,2,87.2,174.4
70AB5DB6,P891,3,73.07,219.20999999999998
83EBBA23,P369,3,15.35,46.05
83EBBA23,P380,1,4.31,4.31
83EBBA23,P996,3,48.1,144.3
83EBBA23,P542,2,51.63,103.26
83EBBA23,P606,1,13.36,13.36
AD1090B1,P451,1,50.67,50.67
AD1090B1,P462,3,48.42,145.26
AD1090B1,P631,1,61.79,61.79
AD1090B1,P666,3,23.54,70.62
AD1090B1,P679,3,14.99,44.97
4D7BB704,P756,1,33.56,33.56
4D7BB704,P707,2,46.51,93.02
192A645E,P745,3,24.76,74.28
192A645E,P875,1,69.62,69.62
192A645E,P720,3,79.36,238.07999999999998
192A645E,P783,2,88.71,177.42
192A645E,P895,2,25.56,51.12
4BDE7F6E,P720,3,79.36,238.07999999999998
4BDE7F6E,P666,1,23.54,23.54
4BDE7F6E,P604,2,54.38,108.76
90439EAB,P439,1,15.45,15.45
71C7A05F,P971,2,1.79,3.58
71C7A05F,P816,2,60.63,121.26
71C7A05F,P489,3,95.66,286.98
71C7A05F,P606,3,13.36,40.08
71C7A05F,P801,2,84.22,168.44
7206E707,P641,2,71.45,142.9
7206E707,P863,1,74.75,74.75
7206E707,P302,1,96.08,96.08
DE0D4042,P756,2,33.56,67.12
1BF0EE82,P745,3,24.76,74.28
1BF0EE82,P646,2,29.88,59.76
1BF0EE82,P895,2,25.56,51.12
1BF0EE82,P735,3,74.18,222.54000000000002
1BF0EE82,P891,2,73.07,146.14
1594C3FC,P707,2,46.51,93.02
1594C3FC,P631,1,61.79,61.79
1594C3FC,P542,1,51.63,51.63
1594C3FC,P644,3,81.82,245.45999999999998
9AD2FB27,P641,1,71.45,71.45
9AD2FB27,P462,3,48.42,145.26
9AD2FB27,P745,2,24.76,49.52
18F8B662,P118,2,45.51,91.02
18F8B662,P745,2,24.76,49.52
7F325B88,P891,2,73.07,146.14
7F325B88,P439,2,15.45,30.9
7F325B88,P656,3,75.85,227.54999999999998
7F325B88,P863,1,74.75,74.75
7F325B88,P200,3,85.36,256.08
770803E6,P895,2,25.56,51.12
5B7767F5,P666,1,23.54,23.54
F546E687,P774,3,81.02,243.06
9F7C31BF,P863,1,74.75,74.75
9F7C31BF,P380,1,4.31,4.31
9F7C31BF,P783,1,88.71,88.71
9F7C31BF,P890,3,23.71,71.13
1E248B9E,P735,1,74.18,74.18
1E248B9E,P489,2,95.66,191.32
1E248B9E,P801,1,84.22,84.22
62F277CA,P522,3,77.75,233.25
62F277CA,P707,1,46.51,46.51
297A6961,P250,1,48.1,48.1
297A6961,P863,2,74.75,149.5
297A6961,P604,3,54.38,163.14000000000001
82C588DC,P439,3,15.45,46.349999999999994
82C588DC,P118,2,45.51,91.02
82C588DC,P400,1,92.91,92.91
411CEE9D,P206,1,44.01,44.01
411CEE9D,P376,3,45.06,135.18
0FBA0845,P804,1,32.67,32.67
A96CC799,P641,2,71.45,142.9
7E61099E,P439,2,15.45,30.9
7E61099E,P631,3,61.79,185.37
7E61099E,P720,3,79.36,238.07999999999998
7E61099E,P666,2,23.54,47.08
7E61099E,P807,2,87.2,174.4
1FD67E6E,P977,1,61.63,61.63
1FD67E6E,P804,2,32.67,65.34
1FD67E6E,P863,1,74.75,74.75
1FD67E6E,P707,3,46.51,139.53
BA0FACBF,P735,2,74.18,148.36
BA0FACBF,P720,1,79.36,79.36
BA0FACBF,P774,1,81.02,81.02
68330ABF,P362,1,18.08,18.08
68330ABF,P644,3,81.82,245.45999999999998
AC9B7EDB,P489,3,95.66,286.98
AC9B7EDB,P644,1,81.82,81.82
AC9B7EDB,P629,1,63.06,63.06
AC9B7EDB,P756,2,33.56,67.12
6574CE81,P679,2,14.99,29.98
FD24B88F,P807,3,87.2,261.6
FD24B88F,P452,3,68.63,205.89
FD24B88F,P774,2,81.02,162.04
FD24B88F,P631,2,61.79,123.58
4951CD43,P816,1,60.63,60.63
29EEDF35,P666,1,23.54,23.54
29EEDF35,P631,3,61.79,185.37
29EEDF35,P996,2,48.1,96.2
29EEDF35,P804,2,32.67,65.34
29EEDF35,P606,1,13.36,13.36
D320D331,P542,1,51.63,51.63
D320D331,P606,1,13.36,13.36
B0227A5A,P369,1,15.35,15.35
B0227A5A,P756,3,33.56,100.68
B0227A5A,P712,1,68.0,68.0
B0227A5A,P804,2,32.67,65.34
5F7E2BDF,P644,2,81.82,163.64
5F7E2BDF,P774,2,81.02,162.04
5F7E2BDF,P380,1,4.31,4.31
5F7E2BDF,P895,1,25.56,25.56
74B844F1,P641,1,71.45,71.45
74B844F1,P155,2,43.27,86.54
921DF214,P542,2,51.63,103.26
921DF214,P679,1,14.99,14.99
921DF214,P656,3,75.85,227.54999999999998
921DF214,P118,2,45.51,91.02
2B9580F7,P996,1,48.1,48.1
2B9580F7,P206,2,44.01,88.02
2B9580F7,P783,1,88.71,88.71
2B9580F7,P646,1,29.88,29.88
2B9580F7,P200,2,85.36,170.72
607C345D,P783,1,88.71,88.71
607C345D,P666,2,23.54,47.08
607C345D,P641,2,71.45,142.9
607C345D,P890,3,23.71,71.13
6D2F412E,P977,2,61.63,123.26
6D2F412E,P863,3,74.75,224.25
6D2F412E,P707,3,46.51,139.53
6D2F412E,P641,1,71.45,71.45
6D2F412E,P439,2,15.45,30.9
15A5595A,P996,2,48.1,96.2
15A5595A,P376,1,45.06,45.06
15A5595A,P895,2,25.56,51.12
15A5595A,P756,2,33.56,67.12
11BF999A,P155,1,43.27,43.27
5339A93F,P200,1,85.36,85.36
5339A93F,P451,2,50.67,101.34
5339A93F,P891,3,73.07,219.20999999999998
5339A93F,P542,1,51.63,51.63
5339A93F,P155,1,43.27,43.27
CEA34263,P629,1,63.06,63.06
CEA34263,P302,2,96.08,192.16
CEA34263,P801,2,84.22,168.44
8F4A6220,P542,3,51.63,154.89000000000001
8F4A6220,P801,3,84.22,252.66
8F4A6220,P641,3,71.45,214.35000000000002
8F4A6220,P783,1,88.71,88.71
8F4A6220,P646,3,29.88,89.64
89454A68,P522,3,77.75,233.25
89454A68,P400,1,92.91,92.91
89454A68,P206,1,44.01,44.01
9C989598,P646,3,29.88,89.64
9C989598,P376,3,45.06,135.18
9C989598,P542,2,51.63,103.26
9C989598,P720,2,79.36,158.72
9C989598,P462,1,48.42,48.42
3370FE87,P720,1,79.36,79.36
3370FE87,P452,1,68.63,68.63
3370FE87,P996,3,48.1,144.3
3370FE87,P629,1,63.06,63.06
C8869A73,P996,3,48.1,144.3
9090D93D,P439,1,15.45,15.45
9090D93D,P712,2,68.0,136.0
BF16EF3E,P745,2,24.76,49.52
E6588EA9,P801,3,84.22,252.66
E6588EA9,P606,2,13.36,26.72
E6588EA9,P376,3,45.06,135.18
E6588EA9,P816,2,60.63,121.26
E6588EA9,P707,3,46.51,139.53
8D88F712,P745,1,24.76,24.76
8D88F712,P895,3,25.56,76.67999999999999
8D88F712,P155,3,43.27,129.81
8D88F712,P522,1,77.75,77.75
8D88F712,P542,3,51.63,154.89000000000001
239920E3,P756,2,33.56,67.12
239920E3,P890,2,23.71,47.42
239920E3,P977,2,61.63,123.26
239920E3,P452,3,68.63,205.89
239920E3,P656,2,75.85,151.7
8FFE2125,P604,3,54.38,163.14000000000001
3617D882,P631,3,61.79,185.37
3617D882,P971,2,1.79,3.58
3617D882,P250,1,48.1,48.1
3617D882,P804,3,32.67,98.01
A1D99A22,P801,1,84.22,84.22
A1D99A22,P596,3,64.1,192.29999999999998
7CB89006,P606,2,13.36,26.72
DAAA7B34,P400,1,92.91,92.91
AD9A5CAE,P712,3,68.0,204.0
EFBD7FA4,P875,3,69.62,208.86
EFBD7FA4,P376,3,45.06,135.18
EFBD7FA4,P400,2,92.91,185.82
EFBD7FA4,P977,3,61.63,184.89000000000001
EEC02FD5,P629,1,63.06,63.06
EEC02FD5,P679,2,14.99,29.98
EEC02FD5,P756,2,33.56,67.12
EEC02FD5,P376,3,45.06,135.18
9AFDA42E,P118,2,45.51,91.02
D03CF611,P604,3,54.38,163.14000000000001
D03CF611,P606,3,13.36,40.08
526ED092,P807,3,87.2,261.6
EF348851,P891,3,73.07,219.20999999999998
B495E3C8,P302,1,96.08,96.08
B495E3C8,P452,3,68.63,205.89
B495E3C8,P641,1,71.45,71.45
B495E3C8,P875,2,69.62,139.24
B495E3C8,P890,3,23.71,71.13
08D677FE,P362,2,18.08,36.16
08D677FE,P712,2,68.0,136.0
08D677FE,P400,2,92.91,185.82
08D677FE,P735,1,74.18,74.18
F50EA129,P641,3,71.45,214.35000000000002
7AEA1CB2,P745,3,24.76,74.28
7AEA1CB2,P604,2,54.38,108.76
7AEA1CB2,P977,3,61.63,184.89000000000001
7AEA1CB2,P522,3,77.75,233.25
E9438D1C,P801,1,84.22,84.22
E9438D1C,P745,2,24.76,49.52
F19D5F62,P376,1,45.06,45.06
F19D5F62,P707,2,46.51,93.02
F19D5F62,P400,1,92.91,92.91
C13ADB0D,P656,2,75.85,151.7
C13ADB0D,P977,3,61.63,184.89000000000001
C13ADB0D,P200,1,85.36,85.36
9D249C5A,P666,3,23.54,70.62
9D249C5A,P380,1,4.31,4.31
768E03FB,P644,1,81.82,81.82
768E03FB,P679,1,14.99,14.99
B572B8E4,P712,3,68.0,204.0
D0D02EDB,P606,3,13.36,40.08
D0D02EDB,P631,2,61.79,123.58
D0D02EDB,P756,2,33.56,67.12
D0D02EDB,P380,2,4.31,8.62
9D40D869,P895,3,25.56,76.67999999999999
9D40D869,P439,1,15.45,15.45
9D40D869,P629,3,63.06,189.18
9D40D869,P604,3,54.38,163.14000000000001
9D40D869,P644,3,81.82,245.45999999999998
BEB06FCD,P451,2,50.67,101.34
CFE158E4,P891,2,73.07,146.14
988F83E9,P977,3,61.63,184.89000000000001
988F83E9,P644,1,81.82,81.82
988F83E9,P863,1,74.75,74.75
988F83E9,P400,1,92.91,92.91
01726501,P118,3,45.51,136.53
01726501,P720,3,79.36,238.07999999999998
63B3132A,P250,3,48.1,144.3
63B3132A,P863,2,74.75,149.5
CF047556,P631,1,61.79,61.79
CF047556,P666,3,23.54,70.62
CF047556,P656,2,75.85,151.7
CF047556,P369,3,15.35,46.05
5829C268,P890,3,23.71,71.13
5829C268,P400,3,92.91,278.73
5829C268,P646,1,29.88,29.88
5829C268,P656,3,75.85,227.54999999999998
5829C268,P489,1,95.66,95.66
4CC7C92B,P996,1,48.1,48.1
C2522E73,P875,3,69.62,208.86
C2522E73,P380,1,4.31,4.31
8F223F06,P807,3,87.2,261.6
8F223F06,P302,2,96.08,192.16
D0E8912D,P895,2,25.56,51.12
D0E8912D,P362,2,18.08,36.16
D0E8912D,P369,3,15.35,46.05
31483185,P712,1,68.0,68.0
31483185,P707,3,46.51,139.53
31483185,P641,3,71.45,214.35000000000002
78FF5217,P804,3,32.67,98.01
C423777E,P644,2,81.82,163.64
C423777E,P631,2,61.79,123.58
C423777E,P712,3,68.0,204.0
96443E17,P489,1,95.66,95.66
B431B42B,P155,3,43.27,129.81
AD93F1BF,P155,1,43.27,43.27
AD93F1BF,P522,2,77.75,155.5
AD93F1BF,P895,3,25.56,76.67999999999999
AD93F1BF,P250,2,48.1,96.2
AD93F1BF,P348,2,20.09,40.18
287B724F,P542,3,51.63,154.89000000000001
287B724F,P629,1,63.06,63.06
6E465B0B,P720,1,79.36,79.36
6E465B0B,P666,2,23.54,47.08
6E465B0B,P646,3,29.88,89.64
82EBC2EE,P679,3,14.99,44.97
82EBC2EE,P462,2,48.42,96.84
82EBC2EE,P996,3,48.1,144.3
F14E5FE4,P302,3,96.08,288.24
8374398D,P596,2,64.1,128.2
D03CC08F,P807,2,87.2,174.4
D03CC08F,P644,3,81.82,245.45999999999998
92C1C88D,P804,3,32.67,98.01
AA19B764,P644,3,81.82,245.45999999999998
AA19B764,P646,3,29.88,89.64
675E5508,P522,1,77.75,77.75
675E5508,P977,2,61.63,123.26
323E05A3,P606,1,13.36,13.36
323E05A3,P522,2,77.75,155.5
323E05A3,P756,1,33.56,33.56
75958B5B,P804,3,32.67,98.01
75958B5B,P206,1,44.01,44.01
75958B5B,P362,1,18.08,18.08
75958B5B,P604,2,54.38,108.76
BA2E3E86,P656,2,75.85,151.7
BA2E3E86,P804,1,32.67,32.67
BA2E3E86,P646,3,29.88,89.64
BA2E3E86,P641,1,71.45,71.45
BA2E3E86,P863,2,74.75,149.5
64395415,P644,3,81.82,245.45999999999998
682A16F0,P890,3,23.71,71.13
22100070,P807,3,87.2,261.6
22100070,P439,3,15.45,46.349999999999994
22100070,P644,2,81.82,163.64
9AD7FF3A,P720,2,79.36,158.72
450BC013,P895,3,25.56,76.67999999999999
CBE3F148,P807,1,87.2,87.2
CBE3F148,P720,1,79.36,79.36
6EE23769,P462,2,48.42,96.84
6EE23769,P895,2,25.56,51.12
6EE23769,P118,1,45.51,45.51
E2DCA81D,P439,1,15.45,15.45
E2DCA81D,P302,3,96.08,288.24
E2DCA81D,P489,3,95.66,286.98
8B78A211,P400,1,92.91,92.91
6349949A,P644,1,81.82,81.82
6349949A,P200,3,85.36,256.08
6349949A,P604,3,54.38,163.14000000000001
6349949A,P369,3,15.35,46.05
D55805AA,P489,2,95.66,191.32
2BA3A590,P756,3,33.56,100.68
2BA3A590,P875,2,69.62,139.24
2BA3A590,P250,3,48.1,144.3
2BA3A590,P462,3,48.42,145.26
2BA3A590,P631,2,61.79,123.58
F5849282,P604,1,54.38,54.38
722D1F42,P489,2,95.66,191.32
722D1F42,P118,2,45.51,91.02
722D1F42,P439,3,15.45,46.349999999999994
722D1F42,P400,2,92.91,185.82
722D1F42,P629,3,63.06,189.18
396A5981,P439,3,15.45,46.349999999999994
396A5981,P977,3,61.63,184.89000000000001
F9076342,P735,1,74.18,74.18
F9076342,P380,1,4.31,4.31
F9076342,P996,1,48.1,48.1
F9076342,P452,3,68.63,205.89
4C00206D,P380,1,4.31,4.31
4C00206D,P895,2,25.56,51.12
4C00206D,P439,2,15.45,30.9
4C00206D,P451,1,50.67,50.67
3D103A90,P542,1,51.63,51.63
3D103A90,P604,3,54.38,163.14000000000001
3D103A90,P348,1,20.09,20.09
463907C1,P542,2,51.63,103.26
463907C1,P631,3,61.79,185.37
463907C1,P452,1,68.63,68.63
463907C1,P996,2,48.1,96.2
A46F421D,P596,1,64.1,64.1
A46F421D,P679,2,14.99,29.98
A46F421D,P774,2,81.02,162.04
797AD855,P362,2,18.08,36.16
797AD855,P816,2,60.63,121.26
797AD855,P206,3,44.01,132.03
EF35F8D4,P816,1,60.63,60.63
EF35F8D4,P641,3,71.45,214.35000000000002
AE9349CC,P596,1,64.1,64.1
AE9349CC,P155,1,43.27,43.27
AE9349CC,P206,1,44.01,44.01
AE9349CC,P439,3,15.45,46.349999999999994
66EF2EF5,P596,2,64.1,128.2
A779711F,P801,1,84.22,84.22
A779711F,P720,2,79.36,158.72
A779711F,P206,1,44.01,44.01
A779711F,P783,3,88.71,266.13
A779711F,P400,3,92.91,278.73
D47EF7B9,P679,2,14.99,29.98
D47EF7B9,P452,1,68.63,68.63
